State, Year, Enrolled Agencies, Participating, Enrolled
GA,2019,"Snellville Police Department",Yes,Yes
GA,2019,"Suwanee Police Department",Yes,Yes
GA,2019,"Troup County Sheriff's Office",Yes,Yes
GA,2019,"Union City Police Department",Yes,Yes
HI,2019,"Honolulu Police Department",Yes,
IA,2019,"Ames Police Department",Yes,Yes
IA,2019,"Cedar Rapids Police Department",Yes,Yes
IA,2019,"Davenport Police Department",Yes,Yes
IA,2019,"Grinnell Police Department",Yes,Yes
IA,2019,"Iowa City Police Department",Yes,Yes
IA,2019,"Mount Vernon Police Department",Yes,Yes
IA,2019,"North Liberty Police Department",Yes,Yes
IA,2019,"Waukee Police Department",Yes,Yes
IA,2019,"West Des Moines Police Department",Yes,Yes
IA,2019,"Windsor Heights Police Department",Yes,Yes
IA,2019,"Winneshiek County Sheriff's Office",Yes,Yes
ID,2019,"Aberdeen Police Department",Yes,Yes
ID,2019,"Ada County Sheriff's Office",Yes,Yes
ID,2019,"Adams County Sheriff's Office",Yes,Yes
ID,2019,"American Falls Police Department",Yes,Yes
ID,2019,"Arco Police Department",Yes,Yes
ID,2019,"Ashton Police Department",Yes,Yes
ID,2019,"Bannock County Sheriff's Office",Yes,Yes
ID,2019,"Bear Lake County Sheriff's Office",Yes,Yes
ID,2019,"Bellevue Police Department",Yes,Yes
ID,2019,"Benewah County Sheriff's Office",Yes,Yes
ID,2019,"Bingham County Sheriff's Office",Yes,Yes
ID,2019,"Blackfoot Police Department",Yes,Yes
ID,2019,"Blaine County Sheriff's Office",Yes,Yes
ID,2019,"Boise County Sheriff's Office",Yes,Yes
ID,2019,"Boise Police Department",Yes,Yes
ID,2019,"Bonner County Sheriff's Office",Yes,Yes
ID,2019,"Bonners Ferry Police Department",Yes,Yes
ID,2019,"Bonneville County Sheriff's Office",Yes,Yes
ID,2019,"Boundary County Sheriff's Office",Yes,Yes
ID,2019,"Buhl Police Department",Yes,Yes
ID,2019,"Burley Police Department",Yes,Yes
ID,2019,"Butte County Sheriff's Office",Yes,Yes
ID,2019,"Caldwell Police Department",Yes,Yes
ID,2019,"Camas County Sheriff's Office",Yes,Yes
ID,2019,"Canyon County Sheriff's Office",Yes,Yes
ID,2019,"Caribou County Sheriff's Office",Yes,Yes
ID,2019,"Cassia County Sheriff's Office",Yes,Yes
ID,2019,"Chubbuck Police Department",Yes,Yes
ID,2019,"Clark County Sheriff's Office",Yes,Yes
ID,2019,"Clearwater County Sheriff's Office",Yes,Yes
ID,2019,"Coeur d'Alene Police Department",Yes,Yes
ID,2019,"Cottonwood Police Department",Yes,Yes
ID,2019,"Council Police Department",Yes,Yes
ID,2019,"Custer County Sheriff's Office",Yes,Yes
ID,2019,"Elmore County Sheriff's Office",Yes,Yes
ID,2019,"Emmett Police Department",Yes,Yes
ID,2019,"Filer Police Department",Yes,Yes
ID,2019,"Firth Police Department",Yes,Yes
ID,2019,"Franklin County Sheriff's Office",Yes,Yes
ID,2019,"Fremont County Sheriff's Office",Yes,Yes
ID,2019,"Fruitland Police Department",Yes,Yes
ID,2019,"Garden City Police Department",Yes,Yes
ID,2019,"Gem County Sheriff's Office",Yes,Yes
ID,2019,"Glenns Ferry Police Department",Yes,Yes
ID,2019,"Gooding County Sheriff's Office",Yes,Yes
ID,2019,"Gooding Police Department",Yes,Yes
ID,2019,"Grangeville Police Department",Yes,Yes
ID,2019,"Hagerman Police Department",Yes,Yes
ID,2019,"Hailey Police Department",Yes,Yes
ID,2019,"Heyburn Police Department",Yes,Yes
ID,2019,"Homedale Police Department",Yes,Yes
ID,2019,"Idaho Attorney Generals, Investigative Division",Yes,Yes
ID,2019,"Idaho City Police Department",Yes,Yes
ID,2019,"Idaho County Sheriff's Office",Yes,Yes
ID,2019,"Idaho Falls Police Department",Yes,Yes
ID,2019,"Idaho State Police",Yes,Yes
ID,2019,"Jefferson County Sheriff's Office",Yes,Yes
ID,2019,"Jerome County Sheriff's Office",Yes,Yes
ID,2019,"Jerome Police Department",Yes,Yes
ID,2019,"Kellogg Police Department",Yes,Yes
ID,2019,"Ketchum Police Department",Yes,Yes
ID,2019,"Kimberly Police Department",Yes,Yes
ID,2019,"Kootenai County Sheriff's Office",Yes,Yes
ID,2019,"Kuna Police Department",Yes,Yes
ID,2019,"Latah County Sheriff's Office",Yes,Yes
ID,2019,"Lava Hot Springs Police Department",Yes,Yes
ID,2019,"Lemhi County Sheriff's Office",Yes,Yes
ID,2019,"Lewis County Sheriff's Office",Yes,Yes
ID,2019,"Lewiston Police Department",Yes,Yes
ID,2019,"Lincoln County Sheriff's Office",Yes,Yes
ID,2019,"Madison County Sheriff's Office",,Yes
ID,2019,"McCall Police Department",Yes,Yes
ID,2019,"Meridian Police Department",Yes,Yes
ID,2019,"Middleton Police Department",,Yes
ID,2019,"Minidoka County Sheriff's Office",Yes,Yes
ID,2019,"Montpelier Police Department",Yes,Yes
ID,2019,"Moscow Police Department",Yes,Yes
ID,2019,"Mountain Home Police Department",Yes,Yes
ID,2019,"Nampa Police Department",Yes,Yes
ID,2019,"New Plymouth Police Department",Yes,Yes
ID,2019,"Nez Perce County Sheriff's Office",Yes,Yes
ID,2019,"Oneida County Sheriff's Office",Yes,Yes
ID,2019,"Orofino Police Department",Yes,Yes
ID,2019,"Osburn Police Department",Yes,Yes
ID,2019,"Owyhee County Sheriff's Office",Yes,Yes
ID,2019,"Parma Police Department",Yes,Yes
ID,2019,"Payette County Sheriff's Office",Yes,Yes
ID,2019,"Payette Police Department",Yes,Yes
ID,2019,"Pierce Police Department",Yes,Yes
ID,2019,"Pinehurst Police Department",Yes,Yes
ID,2019,"Pocatello Police Department",Yes,Yes
ID,2019,"Ponderay Police Department",Yes,Yes
ID,2019,"Post Falls Police Department",Yes,Yes
ID,2019,"Potlatch Police Department",Yes,Yes
ID,2019,"Power County Sheriff's Office",Yes,Yes
ID,2019,"Preston Police Department",Yes,Yes
ID,2019,"Priest River Police Department",Yes,Yes
ID,2019,"Rathdrum Police Department",Yes,Yes
ID,2019,"Rexburg Police Department",Yes,Yes
ID,2019,"Rigby Police Department",Yes,Yes
ID,2019,"Rupert Police Department",Yes,Yes
ID,2019,"Salmon Police Department",Yes,Yes
ID,2019,"Sandpoint Police Department",Yes,Yes
ID,2019,"Shelley Police Department",Yes,Yes
ID,2019,"Shoshone County Sheriff's Office",Yes,Yes
ID,2019,"Shoshone Police Department",Yes,Yes
ID,2019,"Smelterville Police Department",Yes,Yes
ID,2019,"Soda Springs Police Department",Yes,Yes
ID,2019,"Spirit Lake Police Department",Yes,Yes
ID,2019,"St. Anthony Police Department",Yes,Yes
ID,2019,"State Police, Alcohol Beverage Control",Yes,Yes
ID,2019,"State Police, Boise",Yes,Yes
ID,2019,"State Police, Bureau of Narcotics, Region 1",Yes,Yes
ID,2019,"State Police, Bureau of Narcotics, Region 2",Yes,Yes
ID,2019,"State Police, Bureau of Narcotics, Region 3",Yes,Yes
ID,2019,"State Police, Bureau of Narcotics, Region 4",Yes,Yes
ID,2019,"State Police, Bureau of Narcotics, Region 5",Yes,Yes
ID,2019,"State Police, Bureau of Narcotics, Region 6",Yes,Yes
ID,2019,"State Police, Coeur d' Alene",Yes,Yes
ID,2019,"State Police, Idaho Falls",Yes,Yes
ID,2019,"State Police, Lewiston",Yes,Yes
ID,2019,"State Police, Pocatello",Yes,Yes
ID,2019,"State Police, Twin Falls",Yes,Yes
ID,2019,"Sun Valley Police Department",Yes,Yes
ID,2019,"Teton County Sheriff's Office",Yes,Yes
ID,2019,"Twin Falls County Sheriff's Office",Yes,Yes
ID,2019,"Twin Falls Police Department",Yes,Yes
ID,2019,"Ucon Police Department",Yes,Yes
ID,2019,"Valley County Sheriff's Office",Yes,Yes
ID,2019,"Wallace Police Department",,Yes
ID,2019,"Washington County Sheriff's Office",Yes,Yes
ID,2019,"Weiser Police Department",Yes,Yes
ID,2019,"Wendell Police Department",Yes,Yes
ID,2019,"Wilder Police Department",Yes,Yes
IL,2019,"Arlington Heights Police Department",,Yes
IL,2019,"Assumption Police Department",Yes,
IL,2019,"Buffalo Grove Police Department",Yes,Yes
IL,2019,"Burr Ridge Police Department",Yes,Yes
IL,2019,"Calumet City Police Department",,Yes
IL,2019,"Carbondale Police Department",Yes,Yes
IL,2019,"Chicago Police Department",Yes,Yes
IL,2019,"Crystal Lake Police Department",Yes,Yes
IL,2019,"Downers Grove Police Department",Yes,Yes
IL,2019,"East Moline Police Department",Yes,Yes
IL,2019,"Elgin Police Department",Yes,Yes
IL,2019,"Elmhurst Police Department",Yes,Yes
IL,2019,"Havana Police Department",Yes,Yes
IL,2019,"Hinsdale Police Department",,Yes
IL,2019,"Illinois State University",Yes,
IL,2019,"Itasca Police Department",Yes,Yes
IL,2019,"Lake County Sheriff's Office",Yes,Yes
IL,2019,"Lake In the Hills Police Department",Yes,Yes
IL,2019,"Lincolnshire Police Department",Yes,
IL,2019,"Lisle Police Department",Yes,Yes
IL,2019,"Metra Police Department",,Yes
IL,2019,"Midlothian Police Department",,Yes
IL,2019,"Monee Police Department",Yes,
IL,2019,"Naperville Police Department",Yes,Yes
IL,2019,"Normal Police Department",Yes,Yes
IL,2019,"Northlake Police Department",Yes,Yes
IL,2019,"Oswego Police Department",Yes,Yes
IL,2019,"Park Ridge Police Department",Yes,Yes
IL,2019,"Riverwoods Police Department",Yes,Yes
IL,2019,"Salem Police Department",Yes,Yes
IL,2019,"Schaumburg Police Department",Yes,Yes
IL,2019,"South Beloit Police Department",Yes,Yes
IL,2019,"Springfield Police Department",Yes,Yes
IL,2019,"State Police, District 9",Yes,Yes
IL,2019,"Sycamore Police Department",Yes,Yes
IL,2019,"University of Illinois, Urbana",Yes,Yes
IL,2019,"West Dundee Police Department",Yes,Yes
IL,2019,"Wilmette Police Department",Yes,Yes
IL,2019,"Wilmington Police Department",Yes,
IL,2019,"Worth Police Department",,Yes
IN,2019,"Alexandria Police Department",Yes,
IN,2019,"Bloomington Police Department",Yes,
IN,2019,"Carmel Police Department",Yes,Yes
IN,2019,"Cedar Lake Police Department",Yes,Yes
IN,2019,"Frankfort Police Department",Yes,Yes
IN,2019,"Goshen Police Department",Yes,Yes
IN,2019,"Indianapolis Police Department",Yes,Yes
IN,2019,"Marion County Sheriff's Office",,Yes
IN,2019,"Terre Haute Police Department",Yes,Yes
KS,2019,"Abilene Police Department",Yes,Yes
KS,2019,"Allen County Sheriff's Office",Yes,Yes
KS,2019,"Americus Police Department",Yes,Yes
KS,2019,"Andale Police Department",Yes,
KS,2019,"Anderson County Sheriff's Office",Yes,Yes
KS,2019,"Andover Police Department",Yes,Yes
KS,2019,"Anthony Police Department",Yes,Yes
KS,2019,"Argonia Police Department",Yes,Yes
KS,2019,"Arkansas City Police Department",Yes,Yes
KS,2019,"Assaria Police Department",Yes,Yes
KS,2019,"Atchison County Sheriff's Office",Yes,Yes
KS,2019,"Atchison Police Department",Yes,Yes
KS,2019,"Attica Police Department",Yes,Yes
KS,2019,"Atwood Police Department",Yes,Yes
KS,2019,"Auburn Police Department",Yes,Yes
KS,2019,"Augusta Police Department",Yes,Yes
KS,2019,"Baldwin City Police Department",Yes,Yes
KS,2019,"Basehor Police Department",,Yes
KS,2019,"Belle Plaine Police Department",Yes,Yes
KS,2019,"Belleville Police Department",Yes,Yes
KS,2019,"Beloit Police Department",Yes,Yes
KS,2019,"Benton Police Department",Yes,Yes
KS,2019,"Blue Valley School District",Yes,Yes
KS,2019,"Bonner Springs Police Department",Yes,Yes
KS,2019,"Bourbon County Sheriff's Office",Yes,Yes
KS,2019,"Bronson Police Department",Yes,Yes
KS,2019,"Bucklin Police Department",Yes,Yes
KS,2019,"Burden Police Department",Yes,Yes
KS,2019,"Burlingame Police Department",Yes,Yes
KS,2019,"Burlington Police Department",Yes,Yes
KS,2019,"Bushton Police Department",Yes,Yes
KS,2019,"Butler Community College",Yes,Yes
KS,2019,"Butler County Sheriff's Office",Yes,Yes
KS,2019,"Caldwell Police Department",Yes,Yes
KS,2019,"Canton Police Department",Yes,Yes
KS,2019,"Carbondale Police Department",Yes,Yes
KS,2019,"Cawker City Police Department",Yes,
KS,2019,"Chanute Police Department",Yes,Yes
KS,2019,"Chapman Police Department",Yes,
KS,2019,"Chase County Sheriff's Office",Yes,Yes
KS,2019,"Chase Police Department",Yes,Yes
KS,2019,"Chautauqua County Sheriff's Office",Yes,Yes
KS,2019,"Cheney Police Department",Yes,Yes
KS,2019,"Cherokee County Sheriff's Office",Yes,Yes
KS,2019,"Cherokee Police Department",Yes,Yes
KS,2019,"Cherryvale Police Department",Yes,Yes
KS,2019,"Chetopa Police Department",Yes,Yes
KS,2019,"Cheyenne County Sheriff's Office",Yes,Yes
KS,2019,"Cimarron Police Department",Yes,
KS,2019,"Claflin Police Department",Yes,Yes
KS,2019,"Clark County Sheriff's Office",Yes,Yes
KS,2019,"Clay Center Police Department",Yes,Yes
KS,2019,"Clay County Sheriff's Office",Yes,Yes
KS,2019,"Clearwater Police Department",Yes,Yes
KS,2019,"Clifton Police Department",Yes,
KS,2019,"Cloud County Sheriff's Office",Yes,Yes
KS,2019,"Clyde Police Department",Yes,
KS,2019,"Coffey County Sheriff's Office",Yes,Yes
KS,2019,"Coffeyville Police Department",Yes,Yes
KS,2019,"Colby Police Department",Yes,Yes
KS,2019,"Colony Police Department",Yes,Yes
KS,2019,"Colwich Police Department",Yes,Yes
KS,2019,"Comanche  County Sheriff's Office",Yes,Yes
KS,2019,"Concordia Police Department",Yes,Yes
KS,2019,"Council Grove Police Department",Yes,Yes
KS,2019,"Cowley County Sheriff's Office",Yes,Yes
KS,2019,"Crawford County Sheriff's Office",Yes,Yes
KS,2019,"Derby Police Department",Yes,Yes
KS,2019,"Dickinson County Sheriff's Office",Yes,Yes
KS,2019,"Dodge City Police Department",Yes,Yes
KS,2019,"Douglas County Sheriff's Office",Yes,Yes
KS,2019,"Douglass Police Department",Yes,
KS,2019,"Downs Police Department",Yes,
KS,2019,"Edgerton Police Department",Yes,
KS,2019,"Edna Police Department",Yes,
KS,2019,"Edwards County Sheriff's Office",Yes,Yes
KS,2019,"Edwardsville Police Department",Yes,Yes
KS,2019,"El Dorado Police Department",Yes,Yes
KS,2019,"El Dorado School District",Yes,Yes
KS,2019,"Ellinwood Police Department",Yes,Yes
KS,2019,"Ellis County Sheriff's Office",Yes,Yes
KS,2019,"Ellis Police Department",Yes,Yes
KS,2019,"Ellsworth County Sheriff's Office",Yes,Yes
KS,2019,"Ellsworth Police Department",Yes,Yes
KS,2019,"Elwood Police Department",Yes,Yes
KS,2019,"Emporia Police Department",Yes,Yes
KS,2019,"Emporia State University",Yes,Yes
KS,2019,"Ensign Police Department",Yes,
KS,2019,"Enterprise Police Department",Yes,
KS,2019,"Eskridge Police Department",Yes,
KS,2019,"Eudora Police Department",Yes,Yes
KS,2019,"Eureka Police Department",Yes,
KS,2019,"Fairway Police Department",Yes,Yes
KS,2019,"Finney County Sheriff's Office",,Yes
KS,2019,"Ford County Sheriff's Office",Yes,
KS,2019,"Fort Hays State University",Yes,Yes
KS,2019,"Fort Scott Police Department",Yes,Yes
KS,2019,"Franklin County Sheriff's Office",Yes,Yes
KS,2019,"Fredonia Police Department",Yes,Yes
KS,2019,"Frontenac Police Department",Yes,Yes
KS,2019,"Galena Police Department",Yes,Yes
KS,2019,"Garden City Community College",Yes,Yes
KS,2019,"Garden City Police Department",Yes,Yes
KS,2019,"Garden Plain Police Department",Yes,Yes
KS,2019,"Gardner Police Department",Yes,Yes
KS,2019,"Garnett Police Department",Yes,Yes
KS,2019,"Geary County Sheriff's Office",Yes,Yes
KS,2019,"Geneseo Police Department",Yes,Yes
KS,2019,"Girard Police Department",Yes,Yes
KS,2019,"Goddard Police Department",Yes,Yes
KS,2019,"Goessel Police Department",Yes,Yes
KS,2019,"Goodland Police Department",Yes,Yes
KS,2019,"Grandview Plaza Police Department",Yes,Yes
KS,2019,"Grant County Sheriff's Office",,Yes
KS,2019,"Gray County Sheriff's Office",Yes,Yes
KS,2019,"Great Bend Police Department",Yes,Yes
KS,2019,"Greeley County Sheriff's Office",Yes,Yes
KS,2019,"Greensburg Police Department",Yes,Yes
KS,2019,"Greenwood County Sheriff's Office",Yes,Yes
KS,2019,"Halstead Police Department",Yes,Yes
KS,2019,"Hamilton County Sheriff's Office",Yes,Yes
KS,2019,"Harvey County Sheriff's Office",Yes,Yes
KS,2019,"Haven Police Department",Yes,
KS,2019,"Havensville Police Department",Yes,Yes
KS,2019,"Hays Police Department",Yes,Yes
KS,2019,"Haysville Police Department",Yes,Yes
KS,2019,"Herington Police Department",Yes,
KS,2019,"Hesston Police Department",Yes,Yes
KS,2019,"Hiawatha Police Department",Yes,Yes
KS,2019,"Highland Police Department",Yes,Yes
KS,2019,"Hillsboro Police Department",Yes,Yes
KS,2019,"Hoisington Police Department",Yes,Yes
KS,2019,"Holton Police Department",Yes,Yes
KS,2019,"Hope Police Department",Yes,
KS,2019,"Horton Police Department",Yes,Yes
KS,2019,"Howard Police Department",Yes,Yes
KS,2019,"Hoxie Police Department",Yes,Yes
KS,2019,"Hugoton Police Department",Yes,Yes
KS,2019,"Hutchinson Police Department",Yes,Yes
KS,2019,"Independent School District, Kansas City",Yes,Yes
KS,2019,"Iola Police Department",Yes,
KS,2019,"Jewell County Sheriff's Office",Yes,Yes
KS,2019,"Johnson County Community College",Yes,Yes
KS,2019,"Johnson County Park",Yes,Yes
KS,2019,"Johnson County Sheriff's Office",Yes,Yes
KS,2019,"Junction City Police Department",Yes,Yes
KS,2019,"Kanopolis Police Department",Yes,Yes
KS,2019,"Kansas Alcoholic Beverage Control",Yes,Yes
KS,2019,"Kansas Attorney General, Criminal Investigation Unit",Yes,Yes
KS,2019,"Kansas Bureau of Investigation",Yes,Yes
KS,2019,"Kansas City Police Department",Yes,Yes
KS,2019,"Kansas Department of Wildlife and Parks",Yes,Yes
KS,2019,"Kansas Department of Wildlife and Parks, Topeka",Yes,
KS,2019,"Kansas Highway Patrol",Yes,Yes
KS,2019,"Kansas Lottery Security Division",Yes,Yes
KS,2019,"Kansas Racing and Gaming Commission, Kansas Crossing Casino",Yes,Yes
KS,2019,"Kansas Racing and Gaming Commission, Kansas Star Casino",Yes,Yes
KS,2019,"Kansas Racing Commission, Hollywood Casino",Yes,Yes
KS,2019,"Kansas Racing Commission Security Division",Yes,Yes
KS,2019,"Kansas State University",Yes,Yes
KS,2019,"Kearny County Sheriff's Office",Yes,Yes
KS,2019,"Kechi Police Department",Yes,Yes
KS,2019,"Kickapoo Tribal",Yes,Yes
KS,2019,"Kingman County Sheriff's Office",Yes,Yes
KS,2019,"Kingman Police Department",Yes,Yes
KS,2019,"Kinsley Police Department",Yes,
KS,2019,"Kiowa County Sheriff's Office",Yes,Yes
KS,2019,"Kiowa Police Department",Yes,
KS,2019,"Labette County Sheriff's Office",Yes,Yes
KS,2019,"La Crosse Police Department",Yes,
KS,2019,"La Harpe Police Department",Yes,Yes
KS,2019,"Lane County Sheriff's Office",Yes,Yes
KS,2019,"Larned Police Department",Yes,Yes
KS,2019,"Lawrence Police Department",Yes,Yes
KS,2019,"Leavenworth County Sheriff's Office",Yes,Yes
KS,2019,"Leavenworth Police Department",Yes,Yes
KS,2019,"Leawood Police Department",Yes,Yes
KS,2019,"Lebo Police Department",Yes,Yes
KS,2019,"Lenexa Police Department",Yes,Yes
KS,2019,"Leon Police Department",Yes,Yes
KS,2019,"Liberal Police Department",Yes,Yes
KS,2019,"Lindsborg Police Department",Yes,Yes
KS,2019,"Linn County Sheriff's Office",Yes,Yes
KS,2019,"Little River Police Department",Yes,Yes
KS,2019,"Logan County Sheriff's Office",Yes,Yes
KS,2019,"Louisburg Police Department",Yes,Yes
KS,2019,"Lyndon Police Department",Yes,Yes
KS,2019,"Lyon County Sheriff's Office",Yes,Yes
KS,2019,"Lyons Police Department",Yes,Yes
KS,2019,"Madison Police Department",Yes,
KS,2019,"Maize Police Department",Yes,Yes
KS,2019,"Manhattan Police Department",Yes,
KS,2019,"Marion County Sheriff's Office",Yes,Yes
KS,2019,"Marion Police Department",Yes,Yes
KS,2019,"Marquette Police Department",Yes,Yes
KS,2019,"Marysville Police Department",Yes,Yes
KS,2019,"Mayetta Police Department",Yes,Yes
KS,2019,"McLouth Police Department",Yes,Yes
KS,2019,"McPherson County Sheriff's Office",Yes,Yes
KS,2019,"McPherson Police Department",Yes,Yes
KS,2019,"Meade County Sheriff's Office",Yes,Yes
KS,2019,"Meade Police Department",Yes,Yes
KS,2019,"Merriam Police Department",Yes,Yes
KS,2019,"Metropolitan Topeka Airport Authority",Yes,Yes
KS,2019,"Miami County Sheriff's Office",Yes,Yes
KS,2019,"Minneapolis Police Department",Yes,Yes
KS,2019,"Mission Hills Police Department",Yes,Yes
KS,2019,"Mission Police Department",Yes,Yes
KS,2019,"Mission Woods Police Department",Yes,
KS,2019,"Mitchell County Sheriff's Office",Yes,Yes
KS,2019,"Montezuma Police Department",Yes,Yes
KS,2019,"Montgomery County Sheriff's Office",Yes,Yes
KS,2019,"Moran Police Department",Yes,Yes
KS,2019,"Morris County Sheriff's Office",Yes,Yes
KS,2019,"Morton County Sheriff's Office",Yes,Yes
KS,2019,"Mound City Police Department",Yes,Yes
